,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
3372472,Vila Franca do Campo,37.7167,-25.4333,288.71,94,20,9.26,PT,2021-02-13 04:53:56
2012530,Zhigansk,66.7697,123.3711,251.43,90,100,5.72,RU,2021-02-13 04:53:56
1263610,Manthani,18.65,79.6667,301.43,43,36,3.84,IN,2021-02-13 04:53:56
88834,Tūkrah,32.5341,20.5791,284.31,80,3,2.28,LY,2021-02-13 04:50:30
2448083,Agadez,19.75,10.25,287.95,30,0,4.52,NE,2021-02-13 04:53:57
1899102,Nagato,34.3833,131.2,288.15,76,75,4.12,JP,2021-02-13 04:53:57
3440777,Rocha,-34.4833,-54.3333,292.9,95,100,2.61,UY,2021-02-13 04:53:57
1293960,Taunggyi,20.7833,97.0333,297.94,26,95,1.37,MM,2021-02-13 04:53:57
1516589,Zhezkazgan,47.8043,67.7144,265.76,96,0,3.44,KZ,2021-02-13 04:53:57
1657818,Champasak,14.75,106.0,299.15,50,40,1.03,LA,2021-02-13 04:53:58
1715015,Dicabisagan,17.0818,122.4157,298.81,69,56,3.67,PH,2021-02-13 04:53:58
2175819,Biloela,-24.4167,150.5,306.76,30,13,2.91,AU,2021-02-13 04:53:58
